	hotel_name	city_int	price	quality_test	total_rat	premium	lat	lon	part_total_rat	breakfast	cleanliness	comfort	facilities	food	hotel_condition	location	room	service	value_for_money	double_bed	king_bed	queen_bed	individual_bed	four_bed	two_ind_beds	five_bed	six_bed	triple	water_sports	winter_sports	family	party	fitness	gay_friendly	gourmets	big_groups	honey_moon	business	adults_only	single_status	pet_travelers	atrapalo_rc	customer_alliance_rc	expedia_rc	holiday_check_rc	hoteles_rc	hotelsclick_rc	splendia_rc	superbreak_rc	vinivi_rc	zoover_rc	hostelbookers_rc	atrapalo_r	customer_alliance_r	expedia_r	holiday_check_r	hoteles_r	hotelsclick_r	splendia_r	superbreak_r	vinivi_r	zoover_r	hostelbookers_r	air_conditioner	bar_in_hotel	gym	pet_allowed	parking	pool	restaurant	spa	wifi_room	wifi_hall	air_conditioner_free	bar_in_hotel_free	gym_free	pet_allowed_free	parking_free	pool_free	restaurant_free	spa_free	wifi_room_free	wifi_hall_free	hotel_type	neighbourhood	is_hotel_very_centric	is_hotel_centric	is_neighbourhood_very_centric	city_name	email	phone	postal_code	star_count	street	type	web
236	H10 Cubik	2	194.0	0	0	0	41.388023	2.173156	415	0	94	93	89	0	90	95	0	93	84	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.0	0.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Barri Gotic	True	False	False	Barcelona		+34(93)3202200	E-08003	4	Via Laietana, 69	[u'Hotel']	http://www.h10hotels.com
237	Hotel Casa Fuster	2	228.0	0	0	0	41.39798	2.158064	2059	79	94	90	87	80	88	94	85	93	82	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	0.0	0.0	90.0	0.0	92.0	87.0	92.0	0.0	86.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Vila de Gracia	False	True	False	Barcelona	hccm@hotelescenter.com	+34(93)2553000	08008	5	Passeig de Gracia 132 	[u'Hotel']	http://www.hotelescenter.es/casafuster/default-es.html
238	Quartprimera	2	216.0	0	0	0	41.396252	2.161074	779	0	94	92	91	0	0	95	85	94	89	1	0	0	1	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5	la Dreta de l'Eixample	False	True	True	Barcelona	info@quartprimera.com	+34(606)864137	08008	0	Carrer de Rossello, 244 4o1a	[u'Hotel']	http://quartprimera.com/en/
239	H10 Port Vell	2	159.0	0	0	0	41.381561	2.183846	2020	79	91	86	87	82	85	93	86	93	83	1	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	0.0	0.0	100.0	0.0	92.0	90.0	92.0	0.0	100.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Barceloneta	False	True	False	Barcelona	reservas.hpv@h10hotels.com	+34(902)100906	08003	4	Pas de Sota Muralla, 9	[u'Hotel']	http://www.h10hotels.com/en/hotel/barcelona-hotels/h10-port-vell.html
240	Sant Jordi Comtal	2	189.0	0	0	0	41.386913	2.173997	353	0	75	77	77	0	73	91	80	74	80	1	0	0	0	1	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	el Barri Gotic	True	False	False	Barcelona	apartaments@stjordi.com	+34(93)2018921	08002	0	Comtal, 33	[u'Casa / Apartamento']	http://www.atriumhotels.com/en/apartaments-sant-jordi-comtal/descripcion/
241	Praktik Rambla	2	89.0	0	0	0	41.389034	2.165868	1615	70	89	84	82	71	85	95	83	89	83	1	0	0	1	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	70.0	0.0	88.0	88.0	88.0	0.0	0.0	0.0	0.0	85.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True	Barcelona	reservas@hotelpraktikrambla.com	+34(93)3436690	08007	3	Rambla de Catalunya  27	[u'Hotel']	http://www.hotelpraktikrambla.com/
242	Murmuri Barcelona	2	143.0	0	0	0	41.394165	2.159779	1263	0	92	90	84	79	89	94	86	90	83	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	317.0	0.0	0.0	0.0	92.0	83.0	92.0	0.0	93.0	0.0	0.0	83.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	False	True	True	Barcelona	info@murmuri.com	+34(93)5500600	08008	4	Rambla de Catalunya 104	[u'Hotel']	http://www.murmuri.com/?utm_source=trivago&utm_medium=perfil_pro&utm_campaign=direct_link
243	H10 Urquinaona Plaza	2	180.0	0	0	0	41.389214	2.172601	756	81	91	85	87	81	83	93	84	91	84	1	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	88.0	92.0	0.0	82.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True	Barcelona	h10.urquinaona.plaza@h10hotels.com	+34(93)2382040	08010	4	Placa Urquinaona, 2	[u'Hotel']	http://www.h10hotels.com/en/hotel/barcelona-hotels/h10-urquinaona-plaza.html
244	Hotel El Palace	2	281.0	0	0	0	41.391418	2.17143	1815	75	95	93	90	80	89	94	89	91	85	0	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	0.0	0.0	79.0	0.0	92.0	93.0	90.0	0.0	100.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True	Barcelona	reservas@hotelpalacebarcelona.com	+34(93)5101130	08010 	5	Gran Via de les Corts Catalanes 668	[u'Hotel']	http://hotelpalacebarcelona.com/en/
245	Ingles	2	63.0	0	0	1	41.381458	2.17397	211	72	81	73	71	61	73	93	73	81	79	1	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	71.0	0.0	80.0	85.0	70.0	0.0	0.0	0.0	0.0	69.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Barri Gotic	False	True	True	Barcelona	hingles@hotelingles.net	+34(93)3173770	08002	1	Calle Boqueria, 19	[u'Hotel']	http://www.hotelingles.net/index.php/es/
246	Ilunion Auditori	2	114.0	0	0	0	41.395832	2.18125	2949	71	82	78	76	70	81	81	77	81	77	1	0	0	0	0	0	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	78.0	0.0	80.0	80.0	76.0	0.0	0.0	0.0	0.0	83.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Fort Pienc	False	True	True	Barcelona	RESERVASAUDITORI@ILUNIONHOTELS.COM	+34(93)2437600	166-170	3	Sicilia 166 - 170	[u'Hotel']	http://WWW.EN.ILUNIONAUDITORI.COM
247	La Republica Apartments	2	110.0	0	0	0	41.397835	2.195957	603	0	81	77	78	0	80	78	78	80	77	0	0	0	0	0	0	1	1	0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	78.0	80.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1	el Poblenou	False	True	False	Barcelona	republica@barcelona-apartment.com	+34(93)4864390	08005	0	Pujades, 120	[u'Apartotel']	http://www.barcelona-apartment.com/en/apartment-la-republica-apartments-barcelona/
248	Actual	2	89.0	0	0	0	41.395988	2.161065	759	75	88	84	81	79	86	93	81	86	81	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	83.0	0.0	90.0	97.0	90.0	0.0	0.0	0.0	0.0	88.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	False	True	True	Barcelona	info@hotelactual.com	+34(93)5520550	08008	3	Carrer del Rosello 238	[u'Hotel']	http://www.hotelactual.com
249	Hotel Fornos	2	70.0	0	0	0	41.379707	2.174866	678	0	77	68	69	69	0	90	67	72	72	1	0	0	1	1	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	el Barri Gotic	False	True	True	Barcelona	info@hotelfornos.net	+34(93)3182024	08002	2	C/ La Rambla, 44 - Colom, 2	[u'Hotel']	http://www.hotelfornos.net
250	El Ninot	2	54.0	0	0	0	41.391945	2.152217	636	0	86	80	79	0	0	82	74	89	82	1	0	0	0	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4	l'Antiga Esquerra de l'Eixample	False	True	True	Barcelona	hostal.elninot@gmail.com	+34(93)4107150	08036	0	Muntaner 175, principal 1a	[u'Hostal']	http://www.hostalelninot.com
251	SB Diagonal Zero Barcelona	2	90.0	1	0	0	41.412067	2.2197	2194	77	85	83	82	76	81	77	82	81	76	0	0	0	0	0	0	0	0	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	0.0	0.0	87.0	0.0	80.0	80.0	80.0	0.0	82.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Besos i el Maresme	False	False	False	Barcelona	reservaszero@sbhotels.es	+34(93)5078000	08019	4	Placa de Llevant s/n	[u'Hotel']	http://www.hoteldiagonalzero.com
252	Catalonia Ramblas	2	150.0	0	0	0	41.385601	2.1668	4114	79	87	86	83	79	82	93	84	82	78	1	0	0	0	0	0	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	82.0	0.0	84.0	87.0	86.0	0.0	0.0	0.0	0.0	81.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Raval	True	False	True	Barcelona	ramblas@hoteles-catalonia.es	+34(93)3168400	08001	4	C/ Pelai, 28	[u'Hotel']	http://www.hoteles-catalonia.com/en/our_hotels/europa/spain/catalunya/barcelona/hotel_catalonia_ramblas/index.jsp
253	Chic&Basic Ramblas	2	109.0	0	0	0	41.376869	2.174732	1762	75	84	80	78	74	81	91	79	87	81	1	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	61.0	0.0	84.0	83.0	84.0	0.0	0.0	0.0	0.0	75.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Raval	False	True	True	Barcelona	ramblas@chicandbasic.com	+349(33)027111	8001	3	Pasaje Gutenberg 7	[u'Hotel']	http://www.chicandbasicramblashotel.com
254	Catalonia Rigoletto	2	105.0	0	0	0	41.385334	2.125415	1195	84	89	86	82	78	81	82	84	86	81	1	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	85.0	0.0	84.0	88.0	84.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Maternitat i Sant Ramon	False	False	False	Barcelona	rigoletto@hoteles-catalonia.es	+34(93)3391999	08028	4	Sabino de Arana, 22-24	[u'Hotel']	http://www.hoteles-catalonia.com/en/our_hotels/europa/spain/catalunya/barcelona/hotel_catalonia_rigoletto/index.jsp
255	Lugaris Rambla	2	140.0	0	0	0	41.397926	2.204819	254	0	90	90	86	0	87	89	0	89	84	1	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	90.0	0.0	90.0	0.0	0.0	0.0	0.0	93.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3	el Poblenou	False	False	False	Barcelona	info@lugaris.com	+34(93)2219159	08005	4	Fenando Poo, 22	[u'Casa / Apartamento']	http://www.lugaris.com/public_html/index.php/en.html
256	Ginebra	2	140.0	0	0	0	41.387287	2.168418	925	0	88	82	79	0	78	95	80	90	82	1	0	0	1	1	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0	100.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True	Barcelona	info@barcelonahotelginebra.com	+34(93)3171063	08007	1	Rambla de Catalunya 1	[u'Hotel']	http://www.hotelginebra.net/index.php?lang=en
257	Happy People Sagrada Familia Gaud?	2	151.0	0	0	0	41.402378	2.174859	94	0	87	84	82	0	0	89	0	83	82	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	la Sagrada Familia	False	True	True	Barcelona			8013	0	Calle Cerdena 306	[u'Hotel']	
258	Charming Sagrada Familia	2	132.0	0	0	0	41.400997	2.17923	961	0	77	76	75	0	0	88	0	84	80	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1	el Fort Pienc	False	True	True	Barcelona	info@diagonalapartments.com	+34(616)966011	08013	0	Marina, 212	[u'Apartotel']	http://www.diagonalapartments.com
259	Hilton Hotel Barcelona	2	136.0	0	0	0	41.388802	2.1314	1340	71	87	85	79	77	85	81	82	84	75	0	1	0	0	0	1	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	654.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	84.0	82.0	86.0	84.0	0.0	0.0	0.0	80.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	les Corts	False	False	False	Barcelona	events.barcelona@hilton.com	+34(93)4957777	08014	4	Avenida Diagonal, 589-591	[u'Hotel']	http://www.barcelona.hilton.com
260	Benidorm	2	39.0	0	0	0	41.379002	2.1749	93	0	82	74	74	78	0	93	75	79	81	0	0	0	1	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4	el Raval	False	True	True	Barcelona	info@hostalbenidorm.com	+34(93)3022054	08002	2	Rambla dels Caputxins 37	[u'Hostal']	http://www.hostalbenidorm.com
261	Hotel Rialto	2	104.0	0	0	0	41.382	2.1765	2229	73	76	67	69	63	69	91	68	73	75	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	65.0	0.0	70.0	63.0	66.0	0.0	0.0	0.0	0.0	73.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Barri Gotic	False	True	True	Barcelona	rialto@gargallohotels.es	+34(93)3185212	08002	3	C/Ferran, 40-42	[u'Hotel']	http://www.hotel-rialto.com/
262	Acta Mimic	2	84.0	0	0	0	41.375427	2.17296	2534	74	80	74	73	74	80	80	74	84	74	1	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	76.0	0.0	76.0	62.0	78.0	0.0	0.0	0.0	0.0	74.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Raval	False	True	True	Barcelona	jeferecepcion.mimic@actaholes.com	+34(93)3299450	08001	2	Arc del Teatre, 58	[u'Hotel']	http://www.hotel-mimic.com/
263	Silken Concordia	2	115.0	0	0	0	41.374699	2.1607	2961	79	85	79	81	78	82	83	80	84	79	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	79.0	0.0	84.0	85.0	82.0	0.0	0.0	0.0	0.0	85.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Poble Sec	False	True	False	Barcelona	hotelsilkenconcordia@hoteles-silken.com	+34(93)3249180	08004	4	Avinguda del Parallel, 115	[u'Hotel']	http://www.hoteles-silken.com/en/hotels/concordia-barcelona/
264	Hotel Vincci Maritimo	2	94.0	0	0	0	41.408325	2.211943	4501	74	87	85	79	74	84	78	83	83	80	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	80.0	0.0	84.0	83.0	84.0	0.0	0.0	0.0	0.0	63.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Diagonal Mar i el Front Maritim del Poblenou	False	False	False	Barcelona	maritimo@vinccihoteles.com	+34(93)3562600	08019	4	Calle Llull 340	[u'Hotel']	http://www.vinccihoteles.com/eng/Hotels/Spain/Barcelona/Vincci-Maritimo
265	California Hotel	2	74.0	0	0	1	41.380959	2.17532	1284	74	86	78	76	75	0	93	78	86	84	0	0	0	1	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	383.0	0.0	0.0	57.0	0.0	654.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	83.0	0.0	84.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Barri Gotic	False	True	True	Barcelona	info@hotelcaliforniabcn.com	+34(93)3177766	08002	2	Calle de Rauric, 14	[u'Hotel']	http://www.hotelcaliforniabcn.com
266	Hotel Continental Palacete	2	119.0	0	0	0	41.389698	2.16552	892	71	82	75	75	74	75	91	72	87	77	0	0	1	0	0	1	0	0	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	383.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0	78.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True	Barcelona	palacete@hotelcontinental.com	+34(934)457657	08007	3	Rambla De Cataluna, 30	[u'Hotel']	http://www.hotelcontinental.com
267	AinB Eixample Sagrada Familia	2	105.0	0	0	0	41.396053	2.180504	759	0	80	80	77	71	78	82	81	75	78	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	el Fort Pienc	False	True	True	Barcelona	info@ainb.net	+34(93)4395664	08013	4	Sicilia, 109	[u'Casa / Apartamento']	http://www.apartmentsinbarcelona.net/
268	NH Barcelona Eixample	2	100.0	1	0	0	41.385876	2.154093	1657	79	84	77	77	79	81	80	76	83	77	0	0	1	1	0	1	0	0	0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	73.0	0.0	82.0	82.0	80.0	0.0	0.0	0.0	0.0	72.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	l'Antiga Esquerra de l'Eixample	False	True	True	Barcelona	nhbarcelonaeixample@nh-hotels.com	+34(93)3236215	08011	3	Valencia, 105-107	[u'Hotel']	http://www.nh-hotels.com/hotel/nh-barcelona-eixample
269	Val Apartments	2	208.0	0	0	0	41.39365	2.164723	350	0	80	81	80	0	78	90	80	83	79	1	0	0	0	0	1	1	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	87.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1	la Dreta de l'Eixample	True	False	True	Barcelona	val@barcelona-apartment.com	+34(93)4876262	08007	4	Valencia, 284	[u'Apartotel']	http://www.barcelona-apartment.com
